,tweet,brand_or_product,emotion,target
4561,Nice! @mention just told me @mention was just used as a brief case study in iPad Design Paradigms panel at #SXSW.,unknown,positive,0
4562,:) RT @mention Love it. @mention at #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,positive,0
4563,+1 RT @mention Love it. @mention #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,positive,0
4569,Grrrr @mention not muting #sxsw as thought on web or iphone :(,iPhone,negative,1
4570,"#sxsw @mention omitting Flash on Apple seems effective, even though they have h264 - maybe we do need to break old things #browserwars",Apple,positive,0
4571,+1 RT @mention Petricone says Google TV is just a browser. I don't think that's correct. #SXSW,Other Google product or service,positive,0
4572,:) RT @mention Quantter is launching an iPhone app soon. We're participating to LaunchRock comp at #sxsw {link},iPad or iPhone App,positive,0
4574,RT RT @mention The iPad 2 Takes Over #SXSW [VIDEO] {link} RT @mention The iP... {link} #Vegas #News,iPad,positive,0
4575,Hhaha @mention was too intimidated by the iPhone app developers meetup that we had to leave. #sxsw,iPad or iPhone App,positive,0
4576,w00t! @mention wrote about our #hollergram iPad app for #sxsw! {link},iPad or iPhone App,positive,0
4579,Walking into the pop-up Apple store is like walking into a future where the iPad is the only type of computer. #sxsw,Apple,positive,0
4584,"Organic unveils BroadFeed, social news app for ipad. Audience gets up and heads for the door. #sxsw",iPad or iPhone App,negative,1
4586,"At the convention center, getting stuff ready for #SXSW. Thank god for the iPhone!",iPhone,positive,0
4587,Almost convinced it's time for an iphone courtesy of being only one w/a blackberry in Austin  #sxsw,unknown,positive,0
4588,My ipad envy couldn't be any greater. Waaaaaa. #sxsw,iPad,positive,0
4590,Win a #sony Xperia Play #android phone at #SXSW (tuesday 3/15) details here: {link},Android,positive,0
4595,Heading to &quot;your mom has an iPad: designing for boomers&quot;.  Hope it's fun.  #sxsw,iPad,positive,0
4597,Heading to #sxsw later this week? Be sure to download #heattracker for the iPhone and iPod Touch to know what's hot and what's not in Austin,iPad or iPhone App,positive,0
4601,"Willing to admit I'm a tiny bit jealous to not being #SXSW-bound. Temperatures in the high 20s, Apple pop up for iPad 2, what's not to love?",iPad,positive,0
4602,Mayer also admits that Google needs to &quot;step up&quot; its customer support for Google Maps. #sxsw,Other Google product or service,negative,1
4604,1 hour ago apple didn't have a store in downtown austin and now there is a store with hundreds of people there! #iPad2 #SXSW,unknown,positive,0
4605,Heading to Austin #SXSW on wkend. Love that @mention set up a pop-up store (6th &amp; Congress) to deal with mass geek influx during ipad2 release,Apple,positive,0
4606,Heading to Austin for #SXSW? The @mention Austin guide for #iPhone is free for a limited time {link} #lp #travel,iPad or iPhone App,positive,0
4611,Best photo booth so far at Google's League of Extraordinary H4ckers! #sxsw  {link},Google,positive,0
4612,"I tried to buy an iPad this week at the #SxSw Apple store, but every time I go, they are sold out of the one I want.",iPad,positive,0
4613,Idea is to combine Google analytics with other tools so you know your website or program is doing something. #sxsw #bavcid,Other Google product or service,positive,0
4615,4G will do for connectivity what the iPhone did for smart phones - Joe Berry #SXSW #connectedcar,iPhone,positive,0
4616,Heading to free Google-sponsored happy hour for Semantic Web Austin @mention Fogo de Chï¿½ï¿½o #sxsw,Google,positive,0
4618,we need to get ipad 2! @mention Apple opening up temp. store in downtown Austin for #SXSW  iPad 2 launch bit.ly/g03MZB via @mention,iPad,positive,0
4620,"Decided to go to LA instead of #SXSW, because my AT&amp;T iPhone would be about as useful as a brick in Austin.",iPhone,negative,1
4623,Feeling so inspired coming out of #SXSW that I just Apple TV'ed The Social Network. #justinjustinjustin,unknown,positive,0
4624,Heading to iPad Design Headaches in Hilton - Salon J #sxsw,unknown,negative,1
4625,Excited to know more about Google Circles. Lucky folks at SXSW to be the first to see? Possible launch today: {link} #sxsw,Other Google product or service,positive,0
4626,Curious to know what devs are thinking ref. iPhone vs Android development at #sxsw Buzz still seems to favour iPhone this year.,iPhone,positive,0
4637,Excited to meet the @mention at #sxsw so I can show them my Sprint Galaxy S still running Android 2.1.   #fail,Android,negative,1
4638,Excited to meet the @mention team on the way to the apple store. Go download their app if you're in #sxsw!  {link},iPad or iPhone App,positive,0
4640,Great demo of #google maps from marissa Mayer. 3D views are amazing. More than 150m mobile users. #sxsw,Other Google product or service,positive,0
4641,iPhone too old for #SXSW schedule app. Oh noes.  #rejection,iPhone,negative,1
4642,"Excited to say that I haven't used Foursquare, Gowalla, or Google Places since I've gotten to #SXSW...and I've survived. Amazing.",unknown,positive,0
4643,Pleased to see Josh Clark has featured a few @mention clients in his ipad design presentation.  #sxsw,iPad,positive,0
4644,"Excited to see this! RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",Other Google product or service,positive,0
4645,Anxious to see what Google has in store for #SXSW today.,Google,positive,0
4646,"Be sure to stop by our SXSW booth today. Show me one of our games running on your iPad 2, you could get a free gift! #sxsw  #sxsw11",iPad,positive,0
4648,Excited to tell y'all about the wonders of android today at #sxsw! See you soon.,Android,positive,0
4650,So went to the Apple Store (Kingston) as friends at #sxsw have new iPad's ... so got something to cheer myself up :) {link},iPad,positive,0
4655,There's no way that you an call the iPad count at #sxsw reasonable. I think there's one for every 2 people.,iPad,negative,1
4656,Google two-factor auth is AWESOME when you're using public computers. Just used it at #SXSW {link},Google,positive,0
4659,Fantastico! RT @mention Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw,Google,positive,0
4660,Mine toooo! RT @mention My #iPad envy is through. the. roof. Thanks every other person at #SXSW,iPad,positive,0
4661,Umm. Hello!! What about Android?! RT @mention Awesome new version of @mention for iPhone and new web site coming after #sxsw.,Android,positive,0
4662,Found a road dawg to check out this iPad store #sxsw @mention,iPad,positive,0
4663,Two iPad observations at #sxsw. Vast majority of people using them. Seen lots of 2s today. Looks nice. #appletakingoverworld,iPad,positive,0
4667,Apple autocorrect is so weird. Ogilvy autocorrects to idiocy. #ogilvynotes #sxsw :),Apple,negative,1
4668,"Sweet, good for you! @mention I have my #iPad 2 for Verizon. My life has just peaked. #SXSW",iPad,positive,0
4669,"Oh. My. God. The #SXSW app for iPad is pure, unadulterated awesome. It's easier to browse events on iPad than on the website!!!",iPad or iPhone App,positive,0
4672,"#GoogleDoodle #sxsw Google Doodles, simple on the surface, complex and intricate underneath.",Other Google product or service,positive,0
4673,"Google doodle is kind of social agenda, reminding us of facts and events that belong to all of us. #sxsw #googledoodle",Other Google product or service,positive,0
4675,Google doodles always strive to respect and complement the original artwork. #GoogleDoodle #sxsw,Google,positive,0
4676,"Google product showcases never feel that cool. No price tag, brand equity, wow factor attached. #sxsw marissa mayer",Google,negative,1
4681,Speaking of #sxsw: how about that #apple store on 6th and congress? Wouldn't it be great if it were permanent....? ;),Apple,positive,0
4683,"In honor of Apple's #SXSW pop-up shop, here are some thoughts on how landlords &amp; leasing agents can utilize pop-up shops. {link}",Apple,positive,0
4684,millions of dollars have been saved at one company through the adoption of google docs. incenticize your IT teams #evolvingworkplace #sxsw,unknown,positive,0
4689,Cashmere of Mashable: Thinks the iPad 2 is not a huge step up. Now waiting for the Apple PR team to parachute into the #SXSW session.,iPad,negative,1
4690,"Andrew K of PRX equates the homogeneity of the Apple ecosystem w predictability, vs Android's wild west. #imaconf #sxsw #drumbeat #MoJo",unknown,negative,1
4699,"For many of you that asked last night about the free Android phone... Sign up for urthots.com, then visit urthots.com/promo #sxswi #sxsw",Android,positive,0
4700,Aron Pilhofer of the New York Times and design guru Khoi Vinh express scepticism about iPad news apps at #SXSW {link},iPad or iPhone App,negative,1
4702,Join actsofsharing.com tonight.  the person with the most friends in their city by end of #SXSW wins an iPad 2!!!,iPad,positive,0
4707,"Apple, Google AT&amp;T have a surplus of cash, brand loyalty/mobile leash and will make mobile payments easy #bankinnovation #sxsw",Apple,positive,0
4708,I have Google Circles invites! Follow me if you are interested! #google #circles #sxsw,Other Google product or service,positive,0
4718,40% of Google map usage is mobile! Yowza #sxsw,Other Google product or service,positive,0
4721,"40% of Google Maps usage is mobile, now has 150 million mobile users. #sxsw (via @mention",Other Google product or service,positive,0
4723,40% of Google Maps usage is Mobile.  wow. @mention #sxsw #myegc,Other Google product or service,positive,0
4726,40% of Google Maps use is mobile marissamayer #sxsw,unknown,positive,0
4729,Latest Google maps mobile app demo #sxsw lots of stats. Drink the coolaid.,unknown,positive,0
4732,At the Google party...awesome.  #SXSW,Google,positive,0
4737,Wow! - Google to launch new social network at SXSW? {link} #sxsw #google,Google,positive,0
4741,"Apple, Google, Intel &amp; Others Get Going Gold for the Go Game  {link} #TheGoGame #SXSW",Google,positive,0
4744,Seeing Google's new maps for mobile with 3D buildings and super fast rendering over network. #sxsw,Google,positive,0
4745,@mention oh hey i remember that :) didn't even bring my laptop to #SXSW panels. iPad 4 life,iPad,positive,0
4746,"@mention Oh, oh, oh! Does the iPad come with my #sxsw badge? @mention",unknown,positive,0
4749,Team Android at SXSW ï¿½ï¿½ï¿½ full party details revealed! {link} #News #austin #sxsw #team_android,Android,positive,0
4750,Team Android at SXSW ï¿½ï¿½ï¿½ full party details revealed! {link} #sxsw,Android,positive,0
4754,Team Android party at Lustre Pearl; so nice to be among my people!! #SXSW,Android,positive,0
4757,"Are you going to be at #SXSW and wish you could purchase an iPad 2?

Not to worry! - {link} 

Well played Apple. Well played.",iPad,positive,0
4760,Bing's project euphoria and social recommendations looks very ipad centric - interface could be real advantage against google. #sxsw,unknown,positive,0
4761,When I look at crowd at #SXSW everyone has head down looking at iPad or phone. Only place where socially awkward is &quot;cool&quot;. :-/,iPad,positive,0
4762,"Amazing joke on bad teeth picture... Just google British teeth on google, it's the first hit. @mention dude is killing it! #SXSW",Google,positive,0
4767,Really cool shit #google is working on. #Google web fonts look hawt. #sxsw @mention,Google,positive,0
4768,Really COOL! RT @mention Stop by and let us make you a custom iPhone case! #zazzlesxsw #Sxsw #sxswi {link} {link},iPhone,positive,0
4771,Two year old shows us howmto use iPad #USDes #sxsw,iPad,positive,0
4775,Learnt from @mention that there are more Google searches for Jesus than Star Wars but not by much #sxsw #allhat,unknown,positive,0
4783,Scenes from the Austin SXSW iPad 2 pop-up shop -- here they are arriving! {link} #sxsw #cnnmoneysxsw,iPad,positive,0
4785,save me some cash! TechCrunch Giveaway: An iPad 2ï¿½ï¿½#TechCrunch {link} via @mention #winning! #ipad2 #sxsw #apple,unknown,positive,0
4789,Here he comes ladies! @mention  @mention  RT @mention I'll be at Austin Convention Center w/  @mention showing my  iPhone game. #SXSW,unknown,positive,0
4790,"There's something 2 b said that here at #SXSW, the gadgets of choice in every session r an iPad, MacbookPro, or a Blackberry. Nothing else.",iPad,positive,0
4795,"RT @mention 
  
The iPad 2 Takes Over #SXSW {link}",iPad,positive,0
4803,"RT @mention  In our studies players tell us, &quot;Petting my iPhone makes me happy.&quot; #tapworthy #sxsw",iPhone,positive,0
4804,RT @mention  It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Apple,positive,0
4809,RT @mention : We interrupt your regularly scheduled #sxsw geek programming with big news {link} #google #circles,Other Google product or service,positive,0
4811,RT @mention :) RT @mention Love it. @mention at #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,positive,0
